Steps,HeartRate,Calories,SleepHours,ScreenTime,StressLevel
5495,87,3361,8.911496647027297,2.2605810342304284,42.21
11893,106,3260,5.8831213179027735,4.134471538268723,42.15
10163,98,2185,4.971675829846204,4.505942480333702,35.8
7002,129,2192,6.190447046095597,5.601661716214311,52.08
7614,79,3321,5.4232170008389735,9.361687242311413,47.16
10358,60,1300,7.966515522879956,8.868669041999569,22.56
14403,122,3423,9.327319471312967,2.210729430602661,48.43
14121,126,1626,6.128201940185881,2.555106866942169,43.39
6919,63,1240,8.666200399833443,4.218764946300202,28.53
11966,117,1628,6.895178441357717,3.616694793016065,37.28
11174,84,1543,4.443413990565401,6.532938578406361,40.42
1853,106,1565,7.643736452488049,9.124984429880904,59.37
5146,97,1808,6.5806069827549205,9.66062387505328,50.1
12928,74,1927,7.40363913951262,6.882426572817039,18.91
4769,122,3476,8.83812447542999,8.54343281260978,68.97
1574,80,2024,6.142607423936276,5.726819802077174,46.37
12453,116,2575,8.907065739304134,2.8749425217403575,38.23
2148,112,2088,8.00401408568993,5.722195708841296,53.88
7293,105,3243,6.431629555267909,5.99574341293886,48.41
7457,73,2541,7.119332813947782,7.682118077922009,27.98
8509,76,2496,5.453486795114069,2.978946907366142,27.56
10907,98,1316,9.401583798432645,4.314793438780585,39.07
5777,68,2317,7.504106978302376,4.276247222931097,21.32
14125,65,1367,3.763081114979779,9.634956361670485,41.69
4854,82,2938,5.459731434488052,4.99550464294047,45.67
14365,118,2564,7.2398866025543445,7.795845705683318,40.65
3491,105,1894,3.837999666795439,7.7573024323699515,67.86
11852,97,2124,3.6433051479148566,3.3898976632291724,40.81
4124,73,1351,6.200145437166816,6.146827204345589,42.51
6691,121,1785,5.49614107815602,9.048726039867834,61.2
4051,94,2112,6.129791648198996,5.276779475112545,44.89
1004,78,2777,5.076159859280031,9.506057566082914,61.02
6222,89,1695,4.488306481657886,2.930124063917454,45.21
6315,84,3348,7.634860141882026,1.6674319519662766,31.5
5869,99,1756,6.587426697606803,9.023084858302743,48.55
1876,73,2305,4.700925267496201,8.62913078165995,53.63
10183,85,2752,5.417536557559989,9.933308883404603,40.27
8027,81,3320,7.050847445979955,7.114541393011835,35.47
5142,107,1356,3.933376089634867,9.430191340004345,70.76
7966,110,1934,4.3847180555970775,8.442541225756997,56.8
8079,62,3379,3.9394736246443407,8.599836998080782,45.43
8987,101,2627,8.373903996284714,6.122274134088414,36.94
7799,78,1758,8.014455399272055,4.4412813812503975,25.85
13556,87,3354,8.019877591275542,9.411022652889537,37.16
5465,104,1354,7.7979520608561685,4.88905458054305,45.53
1635,122,2196,7.516312542019215,5.8493743052470215,56.37
14417,78,3494,6.36195149226905,5.01502876412669,30.88
2693,106,1730,7.35366898104269,6.083364825641774,51.45
10874,73,3171,3.7301693287278477,5.234545710930945,39.74
5752,97,1928,7.228786535940707,1.431708027215283,32.07
9311,112,2377,8.167266233221262,8.938433674069287,42.11
1830,120,1353,6.502150162306341,4.999544370241928,65.14
12867,95,1291,5.645079970563422,6.300492836566138,40.72
6177,99,2703,5.164560408805874,2.252690224821883,45.2
10561,89,2916,7.356812300972495,1.0304906318437523,20.2
9932,68,3216,7.6568071917794525,3.2076108427927865,17.01
9308,123,1986,8.725805599175256,7.341274289200152,47.52
6949,92,1472,5.554004494765945,1.8927507710159075,39.51
3838,111,3227,8.118633844313514,9.17998696347821,62.03
2150,73,1376,6.868134945136028,2.9352031242056613,39.1
8560,112,1842,8.797018944068475,2.841342528625982,39.39
2931,118,3098,6.666872649773724,2.6335716545934598,57.55
10204,100,1766,6.605778970387803,1.1258354167422828,26.64
2664,127,1865,6.967262488645455,7.946249216304111,64.21
2081,127,2531,7.995892130854607,8.875310781207327,66.85
13921,67,2998,9.288142872970766,6.527464323545789,27.87
1512,61,2269,3.941380125294594,2.6937998351187606,44.01
12041,100,1607,3.8206076143461027,3.567501972467918,45.45
14407,114,2412,9.125302024444032,5.28334027628467,40.83
8805,75,3053,6.679253753109236,9.589113564609708,34.47
6237,121,2352,7.1894180874016165,3.2261623463596854,43.11
1559,107,2341,6.394541609568373,7.584813135278992,59.23
4672,89,1343,4.061944715644847,4.955034009636282,56.96
13775,71,1686,8.108536270512,3.680626135240196,17.23
8404,94,2059,7.983347870531521,5.103243433199024,29.72
14184,70,3135,5.370219928956872,1.6408604578710928,24.59
4343,123,1347,5.337435471370402,8.188186338373262,70.8
14500,109,2559,8.52704828543311,3.189717351846704,33.68
5070,80,2557,3.9341435464479595,7.528709108736734,52.76
13991,128,1289,8.786630890139396,1.6151353430337525,45.01
10662,107,2557,5.0399701393754865,9.595887005491175,49.58
1580,79,1398,7.0579084865329635,2.7371348686512875,41.68
8004,126,1737,9.115965074010667,8.944678685863725,58.33
11486,103,1500,7.568735009219878,8.28525888653891,36.58
9130,92,1923,5.98657887480222,9.710739316732743,40.15
4147,120,2798,7.637205253432491,5.301015948511747,53.58
5249,68,2659,5.563877817898221,7.546575644613564,39.84
2679,127,1267,5.163550498095117,4.3363959133400565,72.38
4506,94,2737,9.480099667608078,2.6593141421772444,46.33
14284,124,1597,8.004741387078727,4.98768339640104,42.07
8253,67,1819,7.368319864290906,2.491741138496094,14.69
3744,104,2784,5.631737859315913,9.838401605077456,63.09
12548,106,2363,3.7949649749302887,1.8662184202664474,42.29
13237,99,1929,3.686341256210934,6.302905511073583,47.32
10435,113,1755,6.825087532692793,6.6381746972865034,39.47
6188,105,3152,8.072196326234305,5.842715885866488,47.76
12310,106,2951,6.724275142663131,6.959672971406502,39.81
14296,74,2195,8.544710431634687,2.0456269751070186,14.33
3141,78,3159,3.70055919855933,5.99516671784762,60.23
14245,85,2801,5.70051245855564,3.584913140146254,29.71
12251,111,2680,4.922422347045068,9.46158456970951,52.63
13740,81,3334,6.183637808942732,7.858644880957532,36.09
14515,80,2302,3.934258359164735,9.752630339437683,41.81
12151,110,2603,9.224789849426436,1.338004627661706,35.16
11457,97,3377,4.839532406416166,3.566198576626378,43.56
7617,79,2499,9.03384665290151,2.758803279745141,28.21
3479,88,2922,6.055358930220091,1.1003912858064746,42.73
7484,110,2098,9.413144799531308,3.1809315722168927,42.84
13838,63,2406,6.824350300761265,7.10898385168386,16.91
10827,114,2735,9.084997185054846,3.079800299211117,39.8
14600,87,1277,3.532093932165337,5.5810310093435636,46.88
8421,63,2732,7.989432837085401,8.990363034684988,25.26
10949,81,1437,8.918303918615091,7.243821283141677,32.83
5452,104,2357,4.3383234018737244,4.551661629154288,54.07
11262,126,3196,4.076755110392909,4.352220450208975,59.59
6881,125,2415,6.047435643115733,5.101622326076362,52.22
7665,93,1477,9.10207343679761,2.5933729695391574,37.44
3849,114,1723,6.754319361142633,6.706006906743893,55.98
12443,60,1379,6.664738782330393,4.277375371941449,16.91
8390,97,1322,4.346756709795931,8.671288143358392,55.41
7905,65,2469,3.5047370665593127,7.808973940520347,41.14
12922,84,2957,8.360840544472767,6.494618476829441,30.15
3489,76,2294,4.02544737791743,4.277820003845645,47.65
10823,120,1679,7.303098912411944,2.8893864850613595,35.04
12008,71,2997,8.98769872709115,7.985366776950606,30.26
10207,65,3331,4.751911478950586,5.377681890919779,32.65
10540,86,2015,7.491637017421465,3.0227503435962175,17.14
5611,67,1642,3.9721914602450568,2.756571535360056,40.04
12279,124,1342,7.122530863025678,2.4886081405122313,39.65
3839,116,1391,4.4835903257192165,7.994450765850355,72.7
9527,99,2610,7.915721363091068,3.060884667702805,27.72
6878,73,1577,5.30738776876345,5.739780371726777,37.74
13784,94,1734,6.280346052827877,5.063917248757508,31.85
10087,107,2916,7.09658325216573,6.216498093054555,36.99
7303,115,2232,4.527640463997438,8.894394103340748,58.76
12738,108,2610,7.949826911705726,8.809726510735576,39.19
1851,72,3340,5.315842043820887,5.059684646423737,52.79
2687,120,3189,7.4742311594765205,1.1382962566125099,53.44
11123,108,2377,4.449698304196242,4.837994251428729,44.44
7833,105,1604,7.628705955238102,6.455741836817263,39.61
12938,121,2372,4.26912843686277,6.019882831882556,52.65
3427,67,2088,6.052138977619902,6.86202495220185,37.83
10760,102,1621,4.983236442433261,2.3866815922577516,38.62
5000,79,2841,7.990251496569096,6.8188158890265935,38.25
6052,98,1671,5.072210027041248,2.64386456869395,46.33
3738,108,1746,8.790303838372377,7.754715826270741,57.8
12690,123,1830,8.850921268439677,4.05178851936412,42.68
6732,121,2237,4.678647891336715,7.389058900433082,59.79
6387,113,3029,7.183075670046346,1.430790390154964,41.85
9002,68,1563,4.026305850319786,4.67074023031822,35.2
6536,96,3366,5.849222597609775,7.3453107003699944,52.33
14479,108,1745,7.779930377007633,3.041834646983447,30.03
4913,100,1833,7.456539481099497,8.157583403175003,45.14
2066,76,3136,7.248204016439647,6.6770175979443875,45.17
8723,80,2880,5.195245181974661,6.288055949348185,37.95
5380,110,2162,5.768149696606412,4.181939687839034,48.2
11636,118,2082,4.117676868201717,5.342063233430058,50.69
5107,98,2070,7.814136922601606,6.376143708800678,40.65
6726,114,1715,6.523332780747641,5.252159025234014,47.82
4373,100,2620,7.752593794073928,7.284819915465041,46.63
13161,98,2065,4.993661148781237,4.9032723979626365,37.21
11738,72,3353,5.446629371810397,2.820458635678273,28.51
9945,123,2308,5.505292023560688,2.925404045209425,42.33
3082,70,1413,3.654454458483297,1.0522339195864698,48.44
11966,78,3444,5.5462872369837415,3.708619440028052,32.62
12088,70,1218,8.3198274411082,7.7402587643066765,27.55
13377,105,1841,8.883790974498432,8.147464379538485,41.19
9967,104,2304,6.609309893815565,2.82220787886175,28.43
7748,60,1529,6.233010171315321,9.63139597184267,31.57
10817,99,2065,3.6849477121962213,5.521625141321141,45.11
12261,78,1973,8.775226025512296,9.252808741166524,29.72
1417,120,1591,3.5780612805552363,7.36088753675468,82.51
9306,71,1836,9.16850048126127,7.501900807201718,28.84
9808,120,2225,6.435297492128544,1.7653925917546403,34.36
4974,92,2874,5.55160696144836,2.979920142072376,45.68
4267,104,1939,9.04531060905596,1.0793334996502537,44.54
1825,128,2745,3.6463459586605804,7.4451487642906375,84.21
8668,67,1668,6.988549369214523,4.09994459585659,19.13
6745,84,3459,6.793595146996026,8.079872644687121,43.76
10708,105,2335,4.8159224072682925,4.0504259794332365,39.82
12338,89,2231,6.073324588101263,8.37400377068975,32.36
1412,106,2073,7.4135840356626215,2.176284283734817,45.86
8543,108,1659,7.862787181291565,2.5603584108175736,34.03
8587,106,2749,3.5043011522394787,4.067888856255428,53.55
1728,77,1951,9.12112058054609,4.67638649994046,45.0
12540,125,2661,4.487152234356874,4.138325297586805,52.68
8164,127,2977,4.901482605334155,7.872823292708979,64.08
12000,92,2053,5.080840674163089,1.8725625336404323,29.75
9867,95,3483,3.7269208193122116,4.160953176746393,50.31
12657,78,2529,4.238312741541949,8.535159995639134,39.36
6988,87,1677,9.418099537664972,1.601173695359548,35.12
3504,99,3463,5.391300424263717,9.481091569042217,67.43
3967,74,1334,4.191806542034296,9.876851580448117,59.1
3786,100,2352,4.14194756704774,1.7971135644257208,53.33
2122,98,1609,7.816759806019832,3.621452700301633,47.54
5079,61,2645,8.627411984195845,4.351605994318206,28.32
2571,122,2517,5.04171379705082,7.987522317874535,71.86
6073,88,2469,3.62545707401141,6.363341309050604,52.8
6104,125,2779,4.838540110672135,6.7992913044331065,65.56
3143,110,1285,3.8390941447805442,7.817588405366553,75.64
10879,69,3065,4.120369619780249,2.0618109949332313,30.5
7806,73,2669,6.089048719085854,8.498885112192362,34.47
8357,110,1577,4.8795102251697955,7.3505782376212965,54.46
13324,98,2880,6.59567527115254,6.196075526767332,35.33
13043,87,2274,5.020962519543142,9.00761801304751,38.05
4440,62,1441,9.143223806617685,7.302757184954264,39.77
4766,129,2119,8.935663807557587,2.8152996636792285,54.68
6644,86,2786,6.900836630062797,4.8677084296810005,34.34
11518,61,2471,5.626543951924317,5.4463858024216,20.05
3914,97,1269,5.786881292208413,1.4969586407536508,49.04
5968,62,3304,5.971113698866982,9.591737620240501,41.46
6917,75,2605,7.865475932809664,2.157195347171906,22.31
14584,99,3286,6.209833973113027,7.2771514050405415,42.43
13144,61,3207,8.640379679035384,5.556079324817921,22.21
9787,100,2000,9.164568715582188,1.2306902489598033,29.38
1728,71,2241,5.515676920273603,9.322727282779255,49.62
2365,94,2024,6.864166888254081,8.6665312793704,51.19
5492,124,1955,4.070339220995386,5.71832135113452,66.31
1698,114,3195,4.702814286598154,3.060481025255007,70.13
8186,104,3039,5.98079460026096,2.0946060161208484,40.58
14923,121,2521,4.737216295410673,4.27053231488914,48.83
1395,108,2809,8.759362944732306,3.2988545294148146,58.01
8400,84,1309,4.449717536354589,5.5602208090566885,44.73
9082,82,2216,6.233964929318551,9.69768366511086,32.72
5171,83,3161,7.134195442759254,6.174581439066772,40.41
5360,97,2969,7.6511834489650665,9.009379503010882,47.64
3502,87,1224,5.798416218359041,6.857909537461995,54.12
11011,80,2042,8.714594412348372,5.2772187392848044,23.78
1717,113,1937,6.909914906467553,8.691468064600341,61.43
3782,77,3304,6.137046682685311,5.242312991556978,46.0
5946,95,1379,3.9034438043122197,8.817653534593248,62.66
12769,104,1431,6.28813681067099,3.6241909261818877,36.27
6486,112,3117,8.424415044894381,2.159317663866893,45.99
9335,89,1542,7.1872461093278925,8.697830179266445,33.76
5980,119,1676,8.49297472237471,6.286736474134001,53.76
12332,91,3022,6.464070023595834,9.001831584240641,38.29
8266,126,1654,4.210770230566891,9.440444862931448,67.43
5491,126,2455,3.5818390750152864,1.4826555133430426,63.33
8192,87,1488,5.319317280311547,5.508723716729815,40.73
12130,103,2436,7.687942828986754,4.374680941670763,27.75
6588,100,1729,8.241559423650163,6.632725573631054,42.95
8651,122,3476,5.274517007721976,8.142320774820911,63.1
4636,82,1795,6.473923525299483,3.5253119437693208,36.37
12414,107,1634,6.0267134266044895,6.011185459358545,40.88
2167,91,2081,5.963136706108568,7.3785572191440965,52.54
11808,116,2981,4.888092279200903,2.209879745521606,46.38
2062,92,1601,4.31822663017675,8.326602153561401,66.57
3156,83,3335,4.6801313493872785,6.454986398676757,59.48
8860,98,2765,3.8319943229800764,9.545836934022866,56.14
6161,93,1508,4.688784450941462,4.05576027217624,49.2
6305,115,1542,3.5552053857522767,1.9733134810347879,60.55
12174,87,1635,7.26355040381587,5.558510809332327,25.44
7541,96,1376,5.398252444326097,1.7722969453849498,41.08
12486,66,1338,9.338868268561452,9.725738709916062,32.99
5729,127,1393,4.662302304657787,1.3481646243147238,61.81
10348,96,2384,5.574971421857564,7.781535109965772,38.14
8330,115,2142,5.647046951849199,5.725921583280196,46.05
6334,124,1724,3.5507089763747635,4.317585872484598,66.48
9924,124,2824,8.535247718236754,1.592579480577892,39.98
5330,106,3457,3.6919667608659483,6.59950231756247,70.0
9010,79,1940,9.14107900837545,6.266982964518597,30.22
7801,78,2061,8.852446106561723,3.527949457608398,26.34
5846,88,2153,6.713131496515781,9.191995312692809,40.47
7731,119,2502,6.761573449467752,3.736990066085532,42.58
8241,77,2474,7.422667537736938,5.047528695328955,21.75
1953,94,2943,5.822300071609321,5.893862103267901,57.63
3539,102,3387,7.383333700387133,1.9020869035865748,46.72
8056,70,1991,3.7686103321309212,9.389455472922691,43.49
12516,108,1745,3.8242857640983594,4.37082537205937,49.01
12493,97,3044,6.243382517717266,1.7270129248690926,31.22
2542,123,2216,6.797733806636209,4.485620563077969,56.01
6293,128,3127,8.826905842014913,6.401822923833226,61.78
14964,67,2753,4.127963803447377,5.622874046391966,32.55
2191,93,1256,8.435887563163336,7.250877766335466,56.48
7313,107,3359,4.760284023752417,1.4993554786111956,51.72
14704,115,1204,5.864501891060192,3.5608654924485053,44.75
12185,124,2637,5.399614608964478,8.37307519156092,53.85
7938,90,2562,5.900931637192394,1.7190431901222478,31.37
3681,63,3020,4.402972988435513,8.699373592263619,51.93
10409,109,2482,6.521420446421329,1.8270648286939561,30.8
2540,128,3337,8.309855538988204,8.510087934025266,73.35
7172,89,2473,6.149204062273382,4.2470956097085395,34.72
12428,118,2331,6.443681455389195,6.509881569314942,40.91
6541,126,1867,8.592605511687886,2.3759840408319834,48.52
11578,104,2481,7.736348687828185,1.5955184955266275,24.59
12911,63,2196,6.442726451118708,2.9434438361812156,11.02
14807,85,3126,5.046173889135078,2.15068436117826,33.33
10580,86,1481,8.8095604810698,3.8116530791166863,28.94
11048,105,2427,6.96212241014335,5.629449218599182,32.17
2365,123,3263,4.826885660664161,6.298835172085086,77.08
9691,110,2135,5.114718515828062,8.108812966417686,46.79
10872,109,1453,8.318798533617475,6.906159039235227,41.2
9702,65,2411,3.7648733725247325,6.478824926165977,32.9
8494,118,1528,9.45255312217292,4.706038247371971,50.61
5312,74,2620,4.282110078288751,5.2642759146412486,44.94
2324,89,2740,8.276411152381623,4.73068746451163,46.75
10347,101,2392,5.8686519006300975,8.579494270552448,40.07
11019,96,2916,6.453297099724801,3.070004072935599,30.77
4141,101,2401,8.783903464787468,1.0514883838776816,41.76
8419,94,1854,5.97746713753528,6.861879075036153,39.09
4486,65,2585,6.724962522039407,2.8221596527494826,27.0
2810,127,1959,3.7957979744550197,9.011036226788283,80.58
7588,77,2998,3.514084843204719,8.731416967359905,52.48
3923,88,2263,4.968799238010355,1.6905463473538531,42.87
6301,118,1615,7.583498557512604,1.9574956487266961,41.96
11406,106,1454,4.22758936015482,5.456544330219996,50.0
5186,76,2366,4.182571752827297,6.483003964924192,46.48
9905,81,3076,5.96576364821542,3.4741750373401667,28.86
6977,127,2099,7.387022231649359,7.451179450294336,48.79
12794,128,3258,7.772431953487583,6.354244188269844,48.17
13326,96,1225,4.570704044590249,3.923416987736992,43.46
12714,108,1620,3.977528884232255,1.2283433923808404,44.49
5268,72,2444,9.142382203673264,7.751352531686659,38.69
5748,93,3076,5.063998295372611,2.9327829924257443,48.09
5849,112,2460,8.620078985652343,8.510263691163654,53.03
10435,110,3484,8.68094870277691,4.7826123404882965,44.38
4709,62,2208,8.135135550575267,6.193696983685888,26.61
10273,101,1418,4.51300163991542,8.856538573681018,51.81
14971,91,2710,8.430808755525202,8.77260700827958,35.02
7619,110,3159,8.115503355449519,4.34367617719216,44.35
9647,105,1862,7.080337940637302,2.8800000344335883,29.19
14116,80,2189,5.523212211013717,7.976314699557352,30.5
10086,103,1388,5.075051625599265,4.8977218324191805,44.15
10576,70,1454,4.231335272482154,2.728377942031037,30.46
11150,127,1267,6.558542401405228,9.139828080854352,54.31
4072,60,1815,7.011565253059079,2.7829377481697866,24.4
7530,122,2073,5.656033943094723,1.2322645137210797,44.79
11188,83,2825,6.352154406085211,1.1825197639067797,22.18
13477,72,1556,5.6810867442156,6.600838208088378,29.09
1504,70,1455,7.346036343924208,6.955075546457773,42.46
2214,110,2207,8.90755524677938,3.799375345512855,53.68
2531,76,2955,4.483521572281669,3.8800989032235704,52.24
12632,83,1483,5.78845285941874,4.0554452355394845,30.01
8576,78,1298,4.345211623705168,7.121426920829908,44.67
1823,96,1396,7.249662622446992,1.5232041192414574,45.59
1928,67,2077,7.873223056931574,9.362047174221932,40.04
6029,87,3068,9.091476395584735,3.002689397597018,40.64
14428,64,2588,5.1732315575657895,9.997058847178831,31.33
1133,76,1769,9.201267235192581,2.543704244084683,44.66
3105,95,2265,3.879576030924049,7.943918115811397,62.76
4627,78,1621,7.118083180187529,3.0107129043666254,32.03
13972,123,2404,3.84279631605998,1.7276212147892858,49.45
7316,70,1744,8.86264512657167,8.87439991915584,34.63
2852,113,1270,6.678854342420324,8.728761332718026,64.94
5910,104,2423,7.516090104576777,4.632133532046412,37.83
14460,106,1967,8.489443555462715,7.321565282863841,37.44
5175,71,2906,4.401863734903813,6.013593394155254,46.72
12125,80,1854,3.731549371628803,8.67660502306374,43.09
12476,70,2996,8.773286875477112,3.8355037238678897,22.53
13490,64,1420,5.389599364753595,5.713051599990867,26.84
12003,115,1381,4.273873447562991,5.368351340840954,54.05
6348,79,1506,6.310767422522519,4.1851524363117285,34.84
14987,100,2619,7.089836454176113,9.02309558100735,35.95
10442,105,2213,3.6858236205350607,2.4929013219628193,42.2
14970,71,3251,5.149373949542526,2.345577755686265,28.07
14843,129,2047,3.696799245661376,6.192185817904762,59.05
12704,76,2003,6.0220123351729935,6.917448069864478,26.14
7190,78,1414,8.870600174397467,2.7515732889210867,31.77
2256,85,2643,9.395914468961415,4.516456980291617,49.74
4376,107,1300,7.322285321021765,9.519074586808694,56.29
6645,111,1772,4.469826162707551,3.219556804216066,53.52
14454,129,2532,8.935096339995834,7.015246319056547,49.82
4486,114,1857,6.597486939200363,7.661344543278317,55.57
4584,92,2733,4.4224958726175085,5.0331582951864355,54.29
10588,121,2856,9.030360016709968,9.437733880836246,53.0
12829,82,1425,8.044814304338619,7.629910616969115,29.56
9053,74,1304,7.89023163633891,5.121321218748081,24.89
4330,86,3197,7.755084222766428,6.124016815984846,43.45
3703,123,1971,4.702038926578654,7.233520990825906,69.34
9662,110,1628,4.766040150245156,6.3297116238629645,49.84
9120,112,1633,7.6297579905635295,8.908278254434684,42.86
8114,110,2430,4.818336500662381,4.211997960523611,47.64
14323,106,2065,6.132030180818293,3.6989716605022442,33.14
2353,63,1450,8.19201095356365,2.9245500054573785,34.02
11975,66,2055,8.203715108587046,1.3400467125813562,9.22
12023,94,2393,6.219570635155158,1.387125679420498,24.54
6063,107,1760,8.253139629651471,8.830496737983545,50.38
9549,104,2669,8.53173077718834,7.105538317653166,39.41
12211,78,2118,7.428654507705561,6.944791738928375,19.12
8575,122,2373,4.870555113850521,6.531785370413974,54.41
1667,97,1632,5.144070682313285,8.642972302246944,65.8
5468,126,3306,5.389046932452413,5.322402330990647,66.66
14319,118,2168,4.200824646403712,8.833697457024703,54.85
10337,128,2035,5.13895772221967,4.235005235640152,48.57
14659,72,3446,4.757115345875192,9.340367539051815,42.45
7819,106,3462,6.231972498851613,7.287912820731161,52.15
13377,120,2097,8.950625287233589,3.3145942242198454,38.73
4719,90,1671,4.126881900523749,6.076764295197626,56.11
3745,81,1446,7.821607543684373,5.7972750533943,40.74
8483,102,2190,7.623698026478767,2.2410893955730056,25.85
1539,126,2126,4.074525191980146,6.321186151755527,76.62
11971,113,2391,9.035434429434801,3.8330706134526213,37.61
5964,69,2274,6.910833212940918,1.4711389012864218,19.67
13328,101,3034,5.682353126814105,9.537905419359085,47.38
5835,123,1888,8.039231500971841,6.77341332157859,52.67
4775,80,2684,5.044192750409804,8.892270386837623,50.97
7042,125,2159,7.6610590222779225,7.084504045119278,47.0
8102,100,1677,3.7382672454334833,4.212853229261016,51.04
8312,83,1906,8.536448225655633,5.6141926509593025,29.94
6320,94,2337,6.189025082127911,7.081720843124594,42.0
14216,115,1953,7.32015748614765,9.642270926812937,40.83
7132,89,2859,4.827426918840102,3.2830251320952684,42.96
8891,116,1787,7.562442275950688,8.874793527617058,43.57
11700,106,2534,8.13344165535966,9.316700247648425,39.43
3779,94,2692,6.339279121306392,7.033739631930609,50.26
1924,78,3047,7.206361544370766,9.38139964661204,49.96
12148,67,1406,6.237955542934391,4.580907287296316,22.29
2581,85,3398,8.864548215547073,9.577145584363985,59.67
8714,89,1364,6.487215083085915,7.3250458944937735,38.13
4324,66,3198,8.550852254172913,1.3780519067693071,31.76
13677,126,3284,8.308112349621492,9.161855486371476,54.41
6713,124,1532,5.963028928090139,5.360255281298733,56.51
8026,95,1602,4.8805069511448504,5.142942863000496,45.35
1255,84,1613,5.936492795358626,6.098199453816709,53.63
5804,96,1244,8.457304254651321,2.344460920941051,41.58
2838,60,3453,4.865795214916354,5.222494437106588,48.55
11136,74,1261,6.646618075146496,8.48014495045971,30.21
1009,96,2067,8.336580487764484,1.139342132237638,44.82
3871,72,2691,5.620864850770273,3.4562544429193416,38.82
9989,67,1218,7.353257822016184,1.022091277994598,12.85
8409,64,1564,4.973789444292887,4.741401782348635,30.33
8418,119,2340,4.155676672208959,7.554839594443612,58.37
14164,60,1779,8.266305350557138,8.188946462031657,19.35
6124,95,1745,4.0938117404522405,9.506707850143059,59.48
2015,94,2929,5.128288370477508,6.476541516737079,61.71
11016,125,1254,8.630656531984641,3.291641799876059,45.72
13661,122,1977,5.578815722472003,9.31733154223029,51.87
12328,82,1241,9.338272097084968,7.977841784923385,37.96
3193,68,2520,9.378406008643157,6.1698563470283005,41.55
9415,93,1430,5.10965612272134,7.260761941470424,44.37
14550,105,1652,3.7458693334993427,9.318847195066862,56.25
14140,63,2745,7.7303797052322745,7.411546256256295,17.75
8449,89,2581,6.205919015890062,4.3153705682626065,32.18
5158,62,2667,4.1045170637574575,7.4172538206018706,44.66
14528,73,2351,7.745136913868257,1.3625034646184908,10.0
4925,119,2416,3.687049454671527,4.4777400564752305,65.42
7970,104,2080,8.721180142953454,4.656907286610213,37.95
7938,93,1284,4.331915174679822,2.501544109787512,45.94
5784,104,2253,4.26387127248035,1.2077693249659316,47.8
14772,120,1248,4.554033787811507,2.2004311297396852,51.07
5000,75,2368,9.261598150952398,6.891593462173496,39.37
2633,125,1268,7.659016161523076,8.220599347273188,66.57
11344,99,2901,8.308229212781821,9.893831434542767,40.99
8266,76,2798,5.885809914396518,4.117271527976449,30.04
9702,93,3394,5.517876365029734,6.394413000349916,43.57
1384,75,3069,4.90690404069902,9.434304701336098,61.77
1404,119,2215,6.383888169874454,2.5033760320433736,56.23
9175,125,1645,6.810972401205011,7.458810277084684,48.82
13805,125,3468,7.2906490619165325,7.794808598342469,50.35
13763,72,2601,5.042711023992167,1.8007798228240453,23.22
3000,115,3342,9.191924485417944,8.751244466647584,71.44
11948,90,1461,4.518550989242815,8.317945423997594,45.93
10860,93,3048,9.293919048598474,1.30062705919691,31.59
6989,98,2096,3.589136735045023,1.8197597339204634,46.9
2460,126,2294,6.386754150901074,1.4421420450266709,55.59
8190,67,3466,5.500207028699377,4.01269178619426,33.28
8140,114,2756,6.194740483581505,5.583600916119336,46.97
4636,86,1291,6.9239874738847345,5.791129551591659,43.11
11916,112,1326,6.113534948076254,3.409000837924984,41.05
5809,98,1279,5.989081101809569,9.204371979042467,55.21
5178,124,3047,7.8963404924798395,4.314365108847219,54.45
14456,76,2182,7.615257650518788,1.4099514036881726,9.69
8245,89,2115,8.499627692215087,3.7020440038724773,28.02
7600,112,1893,4.999753887436974,5.779984802897399,51.82
6997,72,1224,7.157171058524382,4.673996403294089,28.88
3048,80,1355,7.011168712357123,3.4645826718933326,40.09
13338,78,3012,5.7184268652361325,2.1819092478788567,26.14
5780,112,2753,6.416345251416086,8.372480500866068,55.07
1716,78,3166,5.382692859834372,9.965307179117726,61.39
8939,116,2933,4.351066385701911,3.9658792017149387,53.98
6565,84,2280,4.782807263976397,4.434589397589435,39.73
5544,90,2828,4.133081878407206,6.562337722092614,55.51
5976,114,1218,7.598417451140745,7.4659732726198715,52.45
13775,82,2607,7.464364358654909,4.528265813232322,19.53
11015,91,2416,9.203638229479237,9.144365652836337,37.18
11273,121,3484,7.878070481883448,6.040035903060265,46.97
4419,69,2610,3.812275032536789,5.053510687653379,46.98
8239,113,1476,8.805471043573725,6.820054778439146,49.44
10766,111,1944,8.676050977674354,9.575234634242559,44.07
1249,79,1751,6.159921924636192,8.15097064979535,52.4
9865,91,2376,7.015178303167529,1.360118174816119,19.44
13725,73,1838,9.356469994835113,3.9907891966596365,23.62
11357,109,1436,6.693826183088998,5.234902164561005,38.76
1770,87,2197,8.931930970256538,3.8306581498819474,45.08
13154,112,3302,3.998232546861119,7.301688047474109,59.22
5363,83,3203,4.6463112122520975,8.43642234876323,56.09
11176,81,2659,6.1445296606479065,7.582105856667444,30.68
2077,89,3356,7.008540850023828,9.903999581454478,58.44
9427,122,2407,8.397367111176802,3.452928831037262,39.26
9580,63,2591,9.429572690859121,8.874905455219793,28.3
12229,118,3206,5.833108978844699,7.8996039865703755,52.78
